Scientific name	Epithet	Kingdom	Phylum	Class	Order	Family	Genus	Species
Nettenchelys pygmaea	pygmaea	Animalia	Chordata	Actinopterygii	Anguilliformes	Nettastomatidae	Nettenchelys	Nettenchelys pygmaea
Paraconger								
Stomias affinis	affinis	Animalia	Chordata	Actinopterygii	Stomiiformes	Stomiidae	Stomias	Stomias affinis
Symphysanodon berryi	berryi	Animalia	Chordata	Actinopterygii	Perciformes	Symphysanodontidae	Symphysanodon	Symphysanodon berryi
Uncisudis advena	advena	Animalia	Chordata	Actinopterygii	Aulopiformes	Paralepididae	Uncisudis	Uncisudis advena
Zu cristatus	cristatus	Animalia	Chordata	Actinopterygii	Lampriformes	Trachipteridae	Zu	Zu cristatus
Apogon townsendi	townsendi	Animalia	Chordata	Actinopterygii	Perciformes	Apogonidae	Apogon	Apogon townsendi
Caelorinchus caelorinchus	caelorinchus	Animalia	Chordata	Actinopterygii	Gadiformes	Macrouridae	Caelorinchus	Caelorinchus caelorinchus
Bembrops gobioides	gobioides	Animalia	Chordata	Actinopterygii	Perciformes	Percophidae	Bembrops	Bembrops gobioides
Chaunax suttkusi	suttkusi	Animalia	Chordata	Actinopterygii	Lophiiformes	Chaunacidae	Chaunax	Chaunax suttkusi
Cyttopsis roseus	roseus	Animalia	Chordata	Actinopterygii	Zeiformes	Parazenidae	Cyttopsis	Cyttopsis rosea
Epigonus pandionis	pandionis	Animalia	Chordata	Actinopterygii	Perciformes	Epigonidae	Epigonus	Epigonus pandionis
Grammicolepis brachiusculus	brachiusculus	Animalia	Chordata	Actinopterygii	Zeiformes	Grammicolepididae	Grammicolepis	Grammicolepis brachiusculus
Hollardia hollardi	hollardi	Animalia	Chordata	Actinopterygii	Tetraodontiformes	Triacanthodidae	Hollardia	Hollardia hollardi
Ijimaia loppei	loppei	Animalia	Chordata	Actinopterygii	Ateleopodiformes	Ateleopodidae	Ijimaia	Ijimaia loppei
Malacocephalus occidentalis	occidentalis	Animalia	Chordata	Actinopterygii	Gadiformes	Macrouridae	Malacocephalus	Malacocephalus occidentalis
Merluccius albidus	albidus	Animalia	Chordata	Actinopterygii	Gadiformes	Merlucciidae	Merluccius	Merluccius albidus
Parasudis truculentus	truculentus	Animalia	Chordata	Actinopterygii	Aulopiformes	Chlorophthalmidae	Parasudis	Parasudis truculenta
Polymetme corythaeola	corythaeola	Animalia	Chordata	Actinopterygii	Stomiiformes	Phosichthyidae	Polymetme	Polymetme corythaeola
Rhynchoconger flavus	flavus	Animalia	Chordata	Actinopterygii	Anguilliformes	Congridae	Rhynchoconger	Rhynchoconger flavus
Zalieutes mcgintyi	mcgintyi	Animalia	Chordata	Actinopterygii	Lophiiformes	Ogcocephalidae	Zalieutes	Zalieutes mcgintyi
Urophycis cirrata	cirrata	Animalia	Chordata	Actinopterygii	Gadiformes	Phycidae	Urophycis	Urophycis cirrata
Bathygadus macrops	macrops	Animalia	Chordata	Actinopterygii	Gadiformes	Macrouridae	Bathygadus	Bathygadus macrops
Cataetyx laticeps	laticeps	Animalia	Chordata	Actinopterygii	Ophidiiformes	Bythitidae	Cataetyx	Cataetyx laticeps
Chaunax pictus	pictus	Animalia	Chordata	Actinopterygii	Lophiiformes	Chaunacidae	Chaunax	Chaunax pictus
Coryphaenoides mexicanus	mexicanus	Animalia	Chordata	Actinopterygii	Gadiformes	Macrouridae	Coryphaenoides	Coryphaenoides mexicanus
Coryphaenoides rudis	rudis	Animalia	Chordata	Actinopterygii	Gadiformes	Macrouridae	Coryphaenoides	Coryphaenoides rudis
Coryphaenoides zaniophorus	zaniophorus	Animalia	Chordata	Actinopterygii	Gadiformes	Macrouridae	Coryphaenoides	Coryphaenoides zaniophorus
Coryphaenoides alateralis	alateralis	Animalia	Chordata	Actinopterygii	Gadiformes	Macrouridae	Coryphaenoides	Coryphaenoides alateralis
Coloconger meadi	meadi	Animalia	Chordata	Actinopterygii	Anguilliformes	Colocongridae	Coloconger	Coloconger meadi
Diplacanthopoma brachysoma	brachysoma	Animalia	Chordata	Actinopterygii	Ophidiiformes	Bythitidae	Diplacanthopoma	Diplacanthopoma brachysoma
Diretmoides pauciradiatus	pauciradiatus	Animalia	Chordata	Actinopterygii	Beryciformes	Diretmidae	Diretmoides	Diretmoides pauciradiatus
Epigonus oligolepis	oligolepis	Animalia	Chordata	Actinopterygii	Perciformes	Epigonidae	Epigonus	Epigonus oligolepis
Epigonus denticulatus	denticulatus	Animalia	Chordata	Actinopterygii	Perciformes	Epigonidae	Epigonus	Epigonus denticulatus
Dicrolene introniger	introniger	Animalia	Chordata	Actinopterygii	Ophidiiformes	Ophidiidae	Dicrolene	Dicrolene introniger
Facciolella								
Gadella imberbis	imberbis	Animalia	Chordata	Actinopterygii	Gadiformes	Moridae	Gadella	Gadella imberbis
Hymenocephalus aterrinus	aterrinus	Animalia	Chordata	Actinopterygii	Gadiformes	Macrouridae	Hymenocephalus	Hymenocephalus aterrinus
Kali macrodon	macrodon	Animalia	Chordata	Actinopterygii	Perciformes	Chiasmodontidae	Kali	Kali macrodon
Hoplunnis diomedianus	diomedianus	Animalia	Chordata	Actinopterygii	Anguilliformes	Nettastomatidae	Hoplunnis	Hoplunnis diomediana
Hemanthias aureorubens	aureorubens	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Hemanthias	Hemanthias aureorubens
Hemanthias leptus	leptus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Hemanthias	Hemanthias leptus
Hymenocephalus italicus	italicus	Animalia	Chordata	Actinopterygii	Gadiformes	Macrouridae	Hymenocephalus	Hymenocephalus italicus
Hoplostethus mediaterranicus	mediaterranicus	Animalia	Chordata	Actinopterygii	Beryciformes	Trachichthyidae	Hoplostethus	Hoplostethus mediaterranicus
Kuronezumia bubonis	bubonis	Animalia	Chordata	Actinopterygii	Gadiformes	Macrouridae	Kuronezumia	Kuronezumia bubonis
Malacocephalus laevis	laevis	Animalia	Chordata	Actinopterygii	Gadiformes	Macrouridae	Malacocephalus	Malacocephalus laevis
Malthopsis gnoma	gnoma	Animalia	Chordata	Actinopterygii	Lophiiformes	Ogcocephalidae	Malthopsis	Malthopsis gnoma
Laemonema								
Nettastoma melanura	melanura	Animalia	Chordata	Actinopterygii	Anguilliformes	Nettastomatidae	Nettastoma	Nettastoma melanurum
Nezumia aequalis	aequalis	Animalia	Chordata	Actinopterygii	Gadiformes	Macrouridae	Nezumia	Nezumia aequalis
Nezumia longebarbata	longebarbata	Animalia	Chordata	Actinopterygii	Gadiformes	Macrouridae	Nezumia	Nezumia longebarbata
Neoscopelus microchir	microchir	Animalia	Chordata	Actinopterygii	Myctophiformes	Neoscopelidae	Neoscopelus	Neoscopelus microchir
Neobythites marginatus	marginatus	Animalia	Chordata	Actinopterygii	Ophidiiformes	Ophidiidae	Neobythites	Neobythites marginatus
Peristedion greyae	greyae	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Peristediidae	Peristedion	Peristedion greyae
Neomerinthe hemingwayi	hemingwayi	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Neomerinthe	Neomerinthe hemingwayi
Parahollardia lineata	lineata	Animalia	Chordata	Actinopterygii	Tetraodontiformes	Triacanthodidae	Parahollardia	Parahollardia lineata
Nezumia atlantica	atlantica	Animalia	Chordata	Actinopterygii	Gadiformes	Macrouridae	Nezumia	Nezumia atlantica
Pontinus longispinis	longispinis	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Pontinus	Pontinus longispinis
Scorpaena agassizi	agassizi	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Scorpaena	Scorpaena agassizii
Prionotus alatus	alatus	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Triglidae	Prionotus	Prionotus alatus
Setarches guentheri	guentheri	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Setarchidae	Setarches	Setarches guentheri
Symbolophorus rufinus	rufinus	Animalia	Chordata	Actinopterygii	Myctophiformes	Myctophidae	Symbolophorus	Symbolophorus rufinus
Urophycis tenuis	tenuis	Animalia	Chordata	Actinopterygii	Gadiformes	Phycidae	Urophycis	Urophycis tenuis
Urophycis regia	regia	Animalia	Chordata	Actinopterygii	Gadiformes	Phycidae	Urophycis	Urophycis regia
Xenodermichthys copei	copei	Animalia	Chordata	Actinopterygii	Osmeriformes	Alepocephalidae	Xenodermichthys	Xenodermichthys copei
Ventrifossa macropogon	macropogon	Animalia	Chordata	Actinopterygii	Gadiformes	Macrouridae	Ventrifossa	Ventrifossa macropogon
Ahlia egmontis	egmontis	Animalia	Chordata	Actinopterygii	Anguilliformes	Ophichthidae	Ahlia	Ahlia egmontis
Atherinomorus								
Diaphus dumerilii	dumerilii	Animalia	Chordata	Actinopterygii	Myctophiformes	Myctophidae	Diaphus	Diaphus dumerilii
Gymnothorax kolpos	kolpos	Animalia	Chordata	Actinopterygii	Anguilliformes	Muraenidae	Gymnothorax	Gymnothorax kolpos
Haemulon								
Malacanthus plumieri	plumieri	Animalia	Chordata	Actinopterygii	Perciformes	Malacanthidae	Malacanthus	Malacanthus plumieri
Platybelone argalus argalus	argalus	Animalia	Chordata	Actinopterygii	Beloniformes	Belonidae	Platybelone	
Tylosurus acus acus	acus	Animalia	Chordata	Actinopterygii	Beloniformes	Belonidae	Tylosurus	
Argentina striata	striata	Animalia	Chordata	Actinopterygii	Osmeriformes	Argentinidae	Argentina	Argentina striata
Antigonia capros	capros	Animalia	Chordata	Actinopterygii	Zeiformes	Caproidae	Antigonia	Antigonia capros
Bathyanthias mexicanus	mexicanus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Bathyanthias	Bathyanthias mexicanus
Bathyclupea argentea	argentea	Animalia	Chordata	Actinopterygii	Perciformes	Bathyclupeidae	Bathyclupea	Bathyclupea argentea
Citharichthys xanthostigma	xanthostigma	Animalia	Chordata	Actinopterygii	Pleuronectiformes	Paralichthyidae	Citharichthys	Citharichthys xanthostigma
Neoepinnula americana	americana	Animalia	Chordata	Actinopterygii	Perciformes	Gempylidae	Neoepinnula	Neoepinnula americana
Neobythites gillii	gillii	Animalia	Chordata	Actinopterygii	Ophidiiformes	Ophidiidae	Neobythites	Neobythites gilli
Poecilopsetta beani	beani	Animalia	Chordata	Actinopterygii	Pleuronectiformes	Pleuronectidae	Poecilopsetta	Poecilopsetta beanii
Pikea mexicana	mexicana	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Bathyanthias	Bathyanthias mexicanus
Promethichthys prometheus	prometheus	Animalia	Chordata	Actinopterygii	Perciformes	Gempylidae	Promethichthys	Promethichthys prometheus
Saurida caribbaea	caribbaea	Animalia	Chordata	Actinopterygii	Aulopiformes	Synodontidae	Saurida	Saurida caribbaea
Synagrops spinosa	spinosa	Animalia	Chordata	Actinopterygii	Perciformes	Acropomatidae	Synagrops	Synagrops spinosus
Synchiropus agassizii	agassizii	Animalia	Chordata	Actinopterygii	Perciformes	Callionymidae	Foetorepus	Foetorepus agassizii
Zenion hololepis	hololepis	Animalia	Chordata	Actinopterygii	Zeiformes	Zenionidae	Zenion	Zenion hololepis
Centropristis								
Citharichthys paetula	paetula	Animalia	Chordata	Actinopterygii	Pleuronectiformes	Paralichthyidae	Citharichthys	Citharichthys paetula
Halieutichthys								
Porichthys porosiosimus	porosiosimus	Animalia	Chordata	Actinopterygii	Batrachoidiformes	Batrachoididae	Porichthys	Porichthys porosiosimus
Prionotus stearnsi	stearnsi	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Triglidae	Prionotus	Prionotus stearnsi
Astropogon stellatus	stellatus	Animalia	Chordata	Actinopterygii	Perciformes	Apogonidae	Astropogon	Astropogon stellatus
Holocentrus adscensionis	adscensionis	Animalia	Chordata	Actinopterygii	Beryciformes	Holocentridae	Holocentrus	Holocentrus adscensionis
Atherinidae								
Cypselurus								
Ogcocephalus corniger	corniger	Animalia	Chordata	Actinopterygii	Lophiiformes	Ogcocephalidae	Ogcocephalus	Ogcocephalus corniger
Parexocoetus brachypterus	brachypterus	Animalia	Chordata	Actinopterygii	Beloniformes	Exocoetidae	Parexocoetus	Parexocoetus brachypterus
Hippocampus hudsonius	hudsonius	Animalia	Chordata	Actinopterygii	Syngnathiformes	Syngnathidae	Hippocampus	Hippocampus erectus
Sargocentron bullisi	bullisi	Animalia	Chordata	Actinopterygii	Beryciformes	Holocentridae	Sargocentron	Sargocentron bullisi
Odontamblyopus rubicundus	rubicundus	Animalia	Chordata	Actinopterygii	Perciformes	Gobiidae	Odontamblyopus	Odontamblyopus rubicundus
Echeneis								
Holocentrus bullisi	bullisi	Animalia	Chordata	Actinopterygii	Beryciformes	Holocentridae	Sargocentron	Sargocentron bullisi
Pomadasyidae		Animalia	Chordata	Actinopterygii	Perciformes	Pomadasyidae		
Epinephelus itajara	itajara	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Epinephelus	Epinephelus itajara
Ogcocephalus cubifrons	cubifrons	Animalia	Chordata	Actinopterygii	Lophiiformes	Ogcocephalidae	Ogcocephalus	Ogcocephalus cubifrons
Prionotus militaris	militaris	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Triglidae	Bellator	Bellator militaris
Bothus constellatus	constellatus	Animalia	Chordata	Actinopterygii	Pleuronectiformes	Bothidae	Bothus	Bothus constellatus
Chaetodon sedentarius	sedentarius	Animalia	Chordata	Actinopterygii	Perciformes	Chaetodontidae	Chaetodon	Chaetodon sedentarius
Holocentrus poco	poco	Animalia	Chordata	Actinopterygii	Beryciformes	Holocentridae	Sargocentron	Sargocentron poco
Haemulon striatum	striatum	Animalia	Chordata	Actinopterygii	Perciformes	Haemulidae	Haemulon	Haemulon striatum
Lagocephalus laevigatus	laevigatus	Animalia	Chordata	Actinopterygii	Tetraodontiformes	Tetraodontidae	Lagocephalus	Lagocephalus laevigatus
Pagrus pagrus	pagrus	Animalia	Chordata	Actinopterygii	Perciformes	Sparidae	Pagrus	Pagrus pagrus
Pomacanthus paru	paru	Animalia	Chordata	Actinopterygii	Perciformes	Pomacanthidae	Pomacanthus	Pomacanthus paru
Pseudopeneus maculatus	maculatus	Animalia	Chordata	Actinopterygii	Perciformes	Mullidae	Pseudupeneus	Pseudupeneus maculatus
Syngnathus springeri	springeri	Animalia	Chordata	Actinopterygii	Syngnathiformes	Syngnathidae	Syngnathus	Syngnathus springeri
Xyrichtys novacula	novacula	Animalia	Chordata	Actinopterygii	Perciformes	Labridae	Xyrichtys	Xyrichtys novacula
Achirus achirus	achirus	Animalia	Chordata	Actinopterygii	Pleuronectiformes	Achiridae	Achirus	Achirus achirus
Aluterus scriptus	scriptus	Animalia	Chordata	Actinopterygii	Tetraodontiformes	Monacanthidae	Aluterus	Aluterus scriptus
Anguilla rostrata	rostrata	Animalia	Chordata	Actinopterygii	Anguilliformes	Anguillidae	Anguilla	Anguilla rostrata
Antennarius striatus	striatus	Animalia	Chordata	Actinopterygii	Lophiiformes	Antennariidae	Antennarius	Antennarius striatus
Anisotremus interruptus	interruptus	Animalia	Chordata	Actinopterygii	Perciformes	Haemulidae	Anisotremus	Anisotremus interruptus
Apsilus dentatus	dentatus	Animalia	Chordata	Actinopterygii	Perciformes	Lutjanidae	Apsilus	Apsilus dentatus
Awaous taiasica	taiasica	Animalia	Chordata	Actinopterygii	Perciformes	Gobiidae	Awaous	Awaous tajasica
Bodianus rufus	rufus	Animalia	Chordata	Actinopterygii	Perciformes	Labridae	Bodianus	Bodianus rufus
Brevoortia tyrannus	tyrannus	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Brevoortia	Brevoortia tyrannus
Calamus penna	penna	Animalia	Chordata	Actinopterygii	Perciformes	Sparidae	Calamus	Calamus penna
Centropomus ensiferus	ensiferus	Animalia	Chordata	Actinopterygii	Perciformes	Centropomidae	Centropomus	Centropomus ensiferus
Caulolatilus chrysops	chrysops	Animalia	Chordata	Actinopterygii	Perciformes	Malacanthidae	Caulolatilus	Caulolatilus chrysops
Centropomus mexicanus	mexicanus	Animalia	Chordata	Actinopterygii	Perciformes	Centropomidae	Centropomus	Centropomus mexicanus
Cephalopholis fulva	fulva	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Cephalopholis	Cephalopholis fulva
Cetengraulis edentulus	edentulus	Animalia	Chordata	Actinopterygii	Clupeiformes	Engraulidae	Cetengraulis	Cetengraulis edentulus
Chaetodon striatus	striatus	Animalia	Chordata	Actinopterygii	Perciformes	Chaetodontidae	Chaetodon	Chaetodon striatus
Chaetodon capistratus	capistratus	Animalia	Chordata	Actinopterygii	Perciformes	Chaetodontidae	Chaetodon	Chaetodon capistratus
Chromis multilineata	multilineata	Animalia	Chordata	Actinopterygii	Perciformes	Pomacentridae	Chromis	Chromis multilineata
Citharichthys spilopterus	spilopterus	Animalia	Chordata	Actinopterygii	Pleuronectiformes	Paralichthyidae	Citharichthys	Citharichthys spilopterus
Conodon nobilis	nobilis	Animalia	Chordata	Actinopterygii	Perciformes	Haemulidae	Conodon	Conodon nobilis
Ctenogobius boleosoma	boleosoma	Animalia	Chordata	Actinopterygii	Perciformes	Gobiidae	Ctenogobius	Ctenogobius boleosoma
Ctenogobius smaragdus	smaragdus	Animalia	Chordata	Actinopterygii	Perciformes	Gobiidae	Ctenogobius	Ctenogobius smaragdus
Diapterus rhombeus	rhombeus	Animalia	Chordata	Actinopterygii	Perciformes	Gerreidae	Diapterus	Diapterus rhombeus
Epinephelus guttatus	guttatus	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Epinephelus	Epinephelus guttatus
Epinephelus adscensionis	adscensionis	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Epinephelus	Epinephelus adscensionis
Eucinostomus lefroyi	lefroyi	Animalia	Chordata	Actinopterygii	Perciformes	Gerreidae	Eucinostomus	Eucinostomus lefroyi
Eugerres plumieri	plumieri	Animalia	Chordata	Actinopterygii	Perciformes	Gerreidae	Eugerres	Eugerres plumieri
Erotelis smaragdus	smaragdus	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Erotelis	Erotelis smaragdus
Etelis oculatus	oculatus	Animalia	Chordata	Actinopterygii	Perciformes	Lutjanidae	Etelis	Etelis oculatus
Gambusia punctata	punctata	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Poeciliidae	Gambusia	Gambusia punctata
Gasterosteus aculeatus	aculeatus	Animalia	Chordata	Actinopterygii	Gasterosteiformes	Gasterosteidae	Gasterosteus	Gasterosteus aculeatus
Gobiosoma molestum	molestum	Animalia	Chordata	Actinopterygii	Perciformes	Gobiidae	Gobiosoma	Gobiosoma molestum
Gobionellus oceanicus	oceanicus	Animalia	Chordata	Actinopterygii	Perciformes	Gobiidae	Gobionellus	Gobionellus oceanicus
Guavina guavina	guavina	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Guavina	Guavina guavina
Haemulon album	album	Animalia	Chordata	Actinopterygii	Perciformes	Haemulidae	Haemulon	Haemulon album
Haemulon serrula	serrula	Animalia	Chordata	Actinopterygii	Perciformes	Haemulidae	Haemulon	Haemulon serrula
Hemicaranx amblyrhynchus	amblyrhynchus	Animalia	Chordata	Actinopterygii	Perciformes	Carangidae	Hemicaranx	Hemicaranx amblyrhynchus
Hippocampus punctulatus	punctulatus	Animalia	Chordata	Actinopterygii	Syngnathiformes	Syngnathidae	Hippocampus	Hippocampus erectus
Hippocampus longirostris	longirostris	Animalia	Chordata	Actinopterygii	Syngnathiformes	Syngnathidae	Hippocampus	Hippocampus guttulatus
Holacanthus ciliaris	ciliaris	Animalia	Chordata	Actinopterygii	Perciformes	Pomacanthidae	Holacanthus	Holacanthus ciliaris
Holacanthus tricolor	tricolor	Animalia	Chordata	Actinopterygii	Perciformes	Pomacanthidae	Holacanthus	Holacanthus tricolor
Hypoplectrus guttavarius	guttavarius	Animalia	Chordata	Actinopterygii	Perciformes	Serranidae	Hypoplectrus	Hypoplectrus guttavarius
Kyphosus elegans	elegans	Animalia	Chordata	Actinopterygii	Perciformes	Kyphosidae	Kyphosus	Kyphosus elegans
Lagocephalus lagocephalus	lagocephalus	Animalia	Chordata	Actinopterygii	Tetraodontiformes	Tetraodontidae	Lagocephalus	Lagocephalus lagocephalus
Lachnolaimus maximus	maximus	Animalia	Chordata	Actinopterygii	Perciformes	Labridae	Lachnolaimus	Lachnolaimus maximus
Labidesthes sicculus	sicculus	Animalia	Chordata	Actinopterygii	Atheriniformes	Atherinopsidae	Labidesthes	Labidesthes sicculus
Leiostomus xanthurus	xanthurus	Animalia	Chordata	Actinopterygii	Perciformes	Sciaenidae	Leiostomus	Leiostomus xanthurus
Lile stolifera	stolifera	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Lile	Lile stolifera
Lophogobius cyprinoides	cyprinoides	Animalia	Chordata	Actinopterygii	Perciformes	Gobiidae	Lophogobius	Lophogobius cyprinoides
Lucifuga dentatus	dentatus	Animalia	Chordata	Actinopterygii	Ophidiiformes	Bythitidae	Lucifuga	Lucifuga dentata
Lucifuga subterraneus	subterraneus	Animalia	Chordata	Actinopterygii	Ophidiiformes	Bythitidae	Lucifuga	Lucifuga subterranea
Lobotes surinamensis	surinamensis	Animalia	Chordata	Actinopterygii	Perciformes	Lobotidae	Lobotes	Lobotes surinamensis
Lutjanus cyanopterus	cyanopterus	Animalia	Chordata	Actinopterygii	Perciformes	Lutjanidae	Lutjanus	Lutjanus cyanopterus
Lutjanus jocu	jocu	Animalia	Chordata	Actinopterygii	Perciformes	Lutjanidae	Lutjanus	Lutjanus jocu
Lutjanus aya	aya	Animalia	Chordata	Actinopterygii	Perciformes	Lutjanidae	Lutjanus	Lutjanus aya
