Scientific name	Epithet	Kingdom	Phylum	Class	Order	Family	Genus	Species
Chaetoceros curvisetus	curvisetus	Chromista	Ochrophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros curvisetus
Chaetoceros pseudocurvisetus	pseudocurvisetus	Chromista	Ochrophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros pseudocurvisetus
Actinoptychus senarius	senarius	Plantae	Bacillariophyta	Bacillariophyceae	Biddulphiales	Heliopeltaceae	Actinoptychus	Actinoptychus senarius
Skeletonema costatum	costatum	Plantae	Bacillariophyta	Bacillariophyceae	Biddulphiales	Thalassiosiraceae	Skeletonema	Skeletonema costatum
Thalassiosira eccentrica	eccentrica	Plantae	Bacillariophyta	Bacillariophyceae	Biddulphiales	Thalassiosiraceae	Thalassiosira	Thalassiosira eccentrica
Thalassiosira oestrupii	oestrupii	Plantae	Bacillariophyta	Bacillariophyceae	Biddulphiales	Thalassiosiraceae	Thalassiosira	Thalassiosira oestrupii
Detonula pumila	pumila	Plantae	Bacillariophyta	Bacillariophyceae	Biddulphiales	Thalassiosiraceae	Detonula	Detonula pumila
Alpheus amblyonix	amblyonix	Animalia	Arthropoda	Malacostraca	Decapoda	Alpheidae	Alpheus	Alpheus amblyonix
Porella crispata	crispata	Plantae	Hepatophyta	Hepatopsida	Jungermanniales	Porellaceae	Porella	Porella crispata
Hemiaulus membranaceus	membranaceus	Chromista	Ochrophyta	Coscinodiscophyceae	Hemiaulales	Hemiaulaceae	Hemiaulus	Hemiaulus membranaceus
Chaetoceros messanensis	messanensis	Chromista	Ochrophyta	Diatomophyceae	Centrales	Chaetoceraceae	Chaetoceros	Chaetoceros messanensis
Chaetoceros pelagicus	pelagicus	Chromista	Ochrophyta	Diatomophyceae	Centrales	Chaetoceraceae	Chaetoceros	Chaetoceros pelagicus
Mastogloia rostrata	rostrata	Plantae	Bacillariophyta	Bacillariophyceae	Mastogloiales	Mastogloiaceae	Mastogloia	Mastogloia rostrata
Pyrosoma		Animalia	Chordata	Thaliacea	Pyrosomida	Pyrosomidae	Pyrosoma	
Pteraster personatus	personatus	Animalia	Echinodermata	Asteroidea	Spinulosida	Pterasteridae	Pteraster	Pteraster personatus
Ophiochiton ternispinus	ternispinus	Animalia	Echinodermata	Ophiuroidea	Ophiurida	Ophiochitonidae	Ophiochiton	Ophiochiton ternispinus
Opisthoteuthis agassizi	agassizi	Animalia	Mollusca	Cephalopoda	Octopoda	Opisthoteuthidae	Opisthoteuthis	Opisthoteuthis agassizi
Nitzschia dietrichii	dietrichii	Plantae	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia dietrichii
Porella complanata	complanata	Unknown				Rna	Porella	Porella complanata
Benthodytes sanguinolenta	sanguinolenta	Animalia	Echinodermata	Holothuroidea	Elasipodida	Psychropotidae	Benthodytes	Benthodytes sanguinolenta
Verrucidae		Animalia	Arthropoda	Crustacea	Cirripedia	Verrucidae		
Zea mays mays	mays						Zea	
Balanus eberneus	eberneus	Animalia	Arthropoda	Maxillopoda	Sessilia	Balanidae	Balanus	Balanus eberneus
Portunus asper	asper	Animalia	Arthropoda	Malacostraca	Decapoda	Portunidae	Portunus	Portunus asper
Bradleya dictyon	dictyon	Animalia	Arthropoda	Ostracoda	Podocopida	Trachyleberididae	Bradleya	Bradleya dictyon
Oxytoxum turbo	turbo	Protozoa	Dinophyta	Dinophyceae	Peridiniales	Oxytoxaceae	Oxytoxum	Oxytoxum turbo
Cheiraster mirabilis	mirabilis	Animalia	Echinodermata	Asteroidea	Notomyotida	Benthopectinidae	Cheiraster	Cheiraster mirabilis
Chaetoceros coarctatus	coarctatus	Chromista	Ochrophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros coarctatus
Cytherelloidea umbonata	umbonata	Animalia	Arthropoda	Ostracoda	Platycopida	Cytherellidae	Cytherelloidea	Cytherelloidea umbonata
Histioneis striata	striata	Protozoa	Dinophyta	Dinophyceae	Dinophysiales	Dinophysiaceae	Histioneis	Histioneis striata
Nitzschia interruptestriata	interruptestriata	Plantae	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia interruptestriata
Pleurosigma diverse-striatum	diverse-striatum	Plantae	Bacillariophyta	Bacillariophyceae	Naviculales	Pleurostigmataceae	Pleurosigma	Pleurosigma diverse-striatum
Acoetes pacifica	pacifica	Animalia	Annelida	Polychaeta	Aciculata	Acoetidae	Acoetes	Acoetes pacifica
Apollonaster yucatanensis	yucatanensis	Animalia	Echinodermata	Asteroidea	Valvatida	Goniasteridae	Apollonaster	Apollonaster yucatanensis
Hypselaster limicolus	limicolus	Animalia	Echinodermata	Echinoidea	Spatangoida	Schizasteridae	Hypselaster	Hypselaster limicolus
Valettiopsis lincolni	lincolni	Animalia	Arthropoda	Malacostraca	Amphipoda	Lysianassidae	Valettiopsis	Valettiopsis lincolni
Pseudarchaster gracilis gracilis	gracilis	Animalia	Echinodermata	Asteroidea	Valvatida	Goniasteridae	Pseudarchaster	
Callianassidae		Animalia	Arthropoda	Crustacea	Macrura	Callianassidae		
Chaetoceros compresus	compresus	Chromista	Ochrophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros compresus
Euphasiacea		Animalia	Arthropoda	Malacostraca	Euphasiacea			
Thallasinidae		Animalia	Arthropoda	Malacostraca	Decapoda	Thalassinidae	Thallasinidae	
Apseudidaea		Animalia	Arthropoda	Malacostraca	Tanaidacea	Apseudidae	Apseudidaea	
Chthamalus proeus	proeus	Animalia	Arthropoda	Maxillopoda	Sessilia	Chthamalidae	Chthamalus	Chthamalus proeus
Acanthocarpus alexandrii	alexandrii	Animalia	Arthropoda	Malacostraca	Decapoda	Calappidae	Acanthocarpus	Acanthocarpus alexandrii
Hipoconcha sabulosa	sabulosa	Animalia	Arthropoda	Malacostraca	Decapoda	Dromiidae	Hypoconcha	Hipoconcha sabulosa
Bathyplax thypla	thypla	Animalia	Arthropoda	Malacostraca	Decapoda	Goneplacidae	Bathyplax	Bathyplax thypla
Glytoplax smithii	smithii	Animalia	Arthropoda	Crustacea	Brachyura	Goneplacidae	Glyptoplax	Glytoplax smithii
Pagurus annulipsus	annulipsus	Animalia	Arthropoda	Malacostraca	Decapoda	Paguridae	Pagurus	Pagurus annulipsus
Scyllarus depresus	depresus	Animalia	Arthropoda	Malacostraca	Decapoda	Scyllaridae	Scyllarus	Scyllarus depresus
Apseudes bahamensis	bahamensis	Animalia	Arthropoda	Malacostraca	Tanaidacea	Apseudidae	Apseudes	Apseudes bahamensis
Krithe producta	producta	Animalia	Arthropoda	Ostracoda	Podocopida	Krithidae	Krithe	Krithe producta
Krithe trinidadensis	trinidadensis	Animalia	Arthropoda	Ostracoda	Podocopida	Krithidae	Krithe	Krithe trinidadensis
Loxocorniculum tricornatum	tricornatum	Animalia	Arthropoda	Ostracoda	Podocopida	Loxoconchidae	Loxocorniculum	Loxocorniculum tricornatum
Ambocythere caudata	caudata	Animalia	Arthropoda	Ostracoda	Podocopida	Trachyleberididae	Ambocythere	Ambocythere caudata
Kinbergonuphis cedroensis	cedroensis	Animalia	Annelida	Polychaeta	Aciculata	Onuphidae	Kinbergonuphis	Kinbergonuphis cedroensis
Ophiura fallax	fallax	Animalia	Echinodermata	Ophiuroidea	Ophiurida	Ophiuridae	Ophiura	Ophiura fallax
Amphisolenia bifurcata	bifurcata	Protozoa	Dinophyta	Dinophyceae	Dinophysiales	Amphisoleniaceae	Amphisolenia	Amphisolenia bifurcata
Histioneis crateriformis	crateriformis	Protozoa	Dinophyta	Dinophyceae	Dinophysiales	Dinophysiaceae	Histioneis	Histioneis crateriformis
Histioneis rotundata	rotundata	Protozoa	Dinophyta	Dinophyceae	Dinophysiales	Dinophysiaceae	Histioneis	Histioneis rotundata
Ornithocercus magnificus	magnificus	Plantae	Dinophyta	Dinophyceae	Dinophysales	Dinophysiaceae	Ornithocercus	Ornithocercus magnificus
Ornithocercus quadratus	quadratus	Plantae	Dinophyta	Dinophyceae	Dinophysales	Dinophysiaceae	Ornithocercus	Ornithocercus quadratus
Ornithocercus steinii	steinii	Plantae	Dinophyta	Dinophyceae	Dinophysales	Dinophysiaceae	Ornithocercus	Ornithocercus steinii
Ornithocercus thumii	thumii	Plantae	Dinophyta	Dinophyceae	Dinophysales	Dinophysiaceae	Ornithocercus	Ornithocercus thumii
Cladopyxis hemibranchiata	hemibranchiata	Protozoa	Dinophyta	Dinophyceae	Peridiniales	Cladopyxidaceae	Cladopyxis	Cladopyxis hemibranchiata
Protoperidinium divergens	divergens	Plantae		Bacillariophycae	Peridiniales	Congruentidiaceae	Protoperidinium	Protoperidinium divergens
Protoperidinium nipponicum	nipponicum	Plantae		Bacillariophycae	Peridiniales	Congruentidiaceae	Protoperidinium	Protoperidinium nipponicum
Protoperidinium tuba	tuba	Plantae		Bacillariophycae	Peridiniales	Congruentidiaceae	Protoperidinium	Protoperidinium tuba
Croton								
Cnidoscolus								
Psammodictyon constrictum	constrictum	Plantae	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Psammodictyon	Psammodictyon constrictum
Amphisolenia bidentata	bidentata	Protozoa	Dinophyta	Dinophyceae	Dinophysiales	Amphisoleniaceae	Amphisolenia	Amphisolenia bidentata
Ceratium deflexum	deflexum	Protozoa	Dinophyta	Dinophyceae	Peridiniales	Ceratiaceae	Ceratium	Ceratium deflexum
Ceratium macroceros	macroceros	Protozoa	Dinophyta	Dinophyceae	Peridiniales	Ceratiaceae	Ceratium	Ceratium macroceros
Ceratium hircus	hircus	Protozoa	Dinophyta	Dinophyceae	Peridiniales	Ceratiaceae	Ceratium	Ceratium hircus
Balistes capriscus	capriscus	Animalia	Chordata	Actinopterygii	Tetraodontiformes	Balistidae	Balistes	Balistes capriscus
Remora remora	remora	Animalia	Chordata	Actinopterygii	Perciformes	Echeneidae	Remora	Remora remora
Nezumia bubonis	bubonis	Animalia	Chordata	Actinopterygii	Gadiformes	Macrouridae	Kuronezumia	Kuronezumia bubonis
Enterolobium cyclocarpum	cyclocarpum	Unknown	Angiospermae	Dicotyledons		Leguminosae	Enterolobium	Enterolobium cyclocarpum
Crotalaria sagittalis	sagittalis	Unknown	Plantas	Dicotyledoneae	Euphorbilaes	Euphorbiaceae	Crotalaria	Crotalaria sagittalis
Globigerinoides conglobatus	conglobatus	Protozoa	Protozoa	Granuloreticulosea	Foraminiferida	Globigerinidae	Globigerinoides	Globigerinoides conglobatus
Globigerina falconensis	falconensis	Protozoa	Protozoa	Granuloreticulosea	Foraminiferida	Globigerinidae	Globigerina	Globigerina falconensis
Globigerinoides ruber	ruber	Protozoa	Protozoa	Granuloreticulosea	Foraminiferida	Globigerinidae	Globigerinoides	Globigerinoides ruber
Globorotalia scitula	scitula	Protozoa	Protozoa	Granuloreticulosea	Foraminiferida	Globorotaliidae	Globorotalia	Globorotalia scitula
Globigerina rubescens	rubescens	Protozoa	Protozoa	Granuloreticulosea	Foraminiferida	Globigerinidae	Globigerina	Globigerina rubescens
Orbulina universa	universa	Protozoa	Protozoa	Granuloreticulosea	Foraminiferida	Globigerinidae	Orbulina	Orbulina universa
Globigerinita glutinata	glutinata	Protozoa	Protozoa	Granuloreticulosea	Foraminiferida	Globigerinidae	Globigerinita	Globigerinita glutinata
Globorotalia tumida	tumida	Protozoa	Protozoa	Granuloreticulosea	Foraminiferida	Globorotaliidae	Globorotalia	Globorotalia tumida
Globigerina bulloides	bulloides	Protozoa	Protozoa	Granuloreticulosea	Foraminiferida	Globigerinidae	Globigerina	Globigerina bulloides
Globigerina quinqueloba	quinqueloba	Protozoa	Protozoa	Granuloreticulosea	Foraminiferida	Globigerinidae	Globigerina	Globigerina quinqueloba
Basileuterus culicivorus	culicivorus	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Basileuterus	Basileuterus culicivorus
Gymnanthes lucida	lucida	Plantae	Magnoliophyta	Magnoliopsida	Euphorbiales	Euphorbiaceae	Gymnanthes	Gymnanthes lucida
Cordia spinescens	spinescens	Plantae	Magnoliophyta	Magnoliopsida	Lamiales	Boraginaceae	Cordia	Cordia spinescens
Dioscorea mexicana	mexicana						Dioscorea	Dioscorea mexicana
Coccoloba barbadensis	barbadensis						Coccoloba	Coccoloba barbadensis
Parvamussium cancellatum	cancellatum	Animalia	Mollusca	Bivalvia	Ostreoida	Propeamussidae	Parvamussium	Parvamussium cancellatum
Globigerina calida	calida	Protozoa	Protozoa	Granuloreticulosea	Foraminiferida	Globigerinidae	Globigerina	Globigerina calida
Globigerinella aequilateralis	aequilateralis	Protozoa	Protozoa	Granuloreticulosea	Foraminiferida	Globigerinidae	Globigerinella	Globigerinella aequilateralis
Globigerinoides sacculifer	sacculifer	Protozoa	Protozoa	Granuloreticulosea	Foraminiferida	Globigerinidae	Globigerinoides	Globigerinoides sacculifer
Globigerinoides tenellus	tenellus	Protozoa	Protozoa	Granuloreticulosea	Foraminiferida	Globigerinidae	Globigerinoides	Globigerinoides tenellus
Globorotalia menardii	menardii	Protozoa	Protozoa	Granuloreticulosea	Foraminiferida	Globorotaliidae	Globorotalia	Globorotalia menardii
Neogloboquadrina dutertrei	dutertrei	Protozoa	Protozoa	Granuloreticulosea	Foraminiferida	Globorotaliidae	Neogloboquadrina	Neogloboquadrina dutertrei
Pulleniatina obliquiloculata	obliquiloculata	Protozoa	Sarcomastigophora	Granuloreticulosea	Foraminiferida	Pulleniatinidae	Pulleniatina	Pulleniatina obliquiloculata
Globigerinoides ruber pink	ruber	Unknown						
Globigerinoides ruber white	ruber	Unknown						
Globigerinoides sacculifer sac	sacculifer	Unknown						
Globorotalia truncatulinoides dextralis	truncatulinoides	Unknown						
Globigerinella digitata	digitata	Protozoa	Protozoa	Granuloreticulosea	Foraminiferida	Globigerinidae	Globigerinella	Globigerinella digitata
Scolecithricella lobophora	lobophora	Animalia	Arthropoda	Maxillopoda	Calanoida	Scolecitrichidae	Scolecithricella	Scolecithricella lobophora
Scolecithricella pseudoarcuata	pseudoarcuata	Animalia	Arthropoda	Maxillopoda	Calanoida	Scolecitrichidae	Scolecithricella	Scolecithricella pseudoarcuata
Xanthocalanus paululus	paululus	Animalia	Arthropoda	Maxillopoda	Calanoida	Phaennidae	Xanthocalanus	Xanthocalanus paululus
Croton nitens	nitens	Plantae	Magnoliophyta	Magnoliopsida	Euphorbiales	Euphorbiaceae	Croton	Croton glabellus
Llavea cordifolia	cordifolia	Unknown		Pteridophyte		Adiantaceae	Llavea	Llavea cordifolia
Helicopontosphaera kamptneri	kamptneri	Unknown						Helicopontosphaera kamptneri
Ariosoma								
Cytheropteron								
Nettenchelys								
Globorotalia								
Centropyge								
Rhynchoconger								
Chiasmodon								
Bentheuphausia amblyops	amblyops	Animalia	Arthropoda	Malacostraca	Euphausiacea	Bentheuphausiidae	Bentheuphausia	Bentheuphausia amblyops
Dolichopteryx longipes	longipes	Animalia	Chordata	Actinopterygii	Osmeriformes	Opisthoproctidae	Dolichopteryx	Dolichopteryx longipes
Margrethia obtusirostra	obtusirostra	Animalia	Chordata	Actinopterygii	Stomiiformes	Gonostomatidae	Margrethia	Margrethia obtusirostra
Gonichthys cocco	cocco	Animalia	Chordata	Actinopterygii	Myctophiformes	Myctophidae	Gonichthys	Gonichthys cocco
Hygophum hygomii	hygomii	Animalia	Chordata	Actinopterygii	Myctophiformes	Myctophidae	Hygophum	Hygophum hygomii
Myctophum affine	affine	Animalia	Chordata	Actinopterygii	Myctophiformes	Myctophidae	Myctophum	Myctophum affine
Dysomma anguillare	anguillare	Animalia	Chordata	Actinopterygii	Anguilliformes	Synaphobranchidae	Dysomma	Dysomma anguillare
Uroconger syringinus	syringinus	Animalia	Chordata	Actinopterygii	Anguilliformes	Congridae	Uroconger	Uroconger syringinus
Stylephorus chordatus	chordatus	Animalia	Chordata	Actinopterygii	Lampriformes	Stylephoridae	Stylephorus	Stylephorus chordatus
Valenciennellus tripunctulatus	tripunctulatus	Animalia	Chordata	Actinopterygii	Stomiiformes	Sternoptychidae	Valenciennellus	Valenciennellus tripunctulatus
Dolichopteryx binocularis	binocularis	Animalia	Chordata	Actinopterygii	Osmeriformes	Opisthoproctidae	Dolichopteryx	Dolichopteryx binocularis
Monacanthus ciliatus	ciliatus	Animalia	Chordata	Actinopterygii	Tetraodontiformes	Monacanthidae	Monacanthus	Monacanthus ciliatus
Idiacanthus fasciola	fasciola	Animalia	Chordata	Actinopterygii	Stomiiformes	Stomiidae	Idiacanthus	Idiacanthus fasciola
Diodon eydouxii	eydouxii	Animalia	Chordata	Actinopterygii	Tetraodontiformes	Diodontidae	Diodon	Diodon eydouxii
Centrobranchus nigroocellatus	nigroocellatus	Animalia	Chordata	Actinopterygii	Myctophiformes	Myctophidae	Centrobranchus	Centrobranchus nigroocellatus
Diplophos taenia	taenia	Animalia	Chordata	Actinopterygii	Stomiiformes	Gonostomatidae	Diplophos	Diplophos taenia
Cypselurus cyanopterus	cyanopterus	Animalia	Chordata	Actinopterygii	Beloniformes	Exocoetidae	Cheilopogon	Cheilopogon cyanopterus
Globigerina digitata	digitata	Protozoa	Protozoa	Granuloreticulosea	Foraminiferida	Globigerinidae	Globigerina	Globigerina digitata
Sergia splendens	splendens	Animalia	Arthropoda	Malacostraca	Decapoda	Sergestidae	Sergia	Sergia splendens
Sergestes vigilax	vigilax	Animalia	Arthropoda	Malacostraca	Decapoda	Sergestidae	Sergestes	Sergestes vigilax
Sergestes pectinatus	pectinatus	Animalia	Arthropoda	Malacostraca	Decapoda	Sergestidae	Sergestes	Sergestes pectinatus
Eucalanus elongatus	elongatus	Animalia	Arthropoda	Maxillopoda	Calanoida	Eucalanidae	Eucalanus	Eucalanus elongatus
Sergia talismani	talismani	Animalia	Arthropoda	Malacostraca	Decapoda	Sergestidae	Sergia	Sergia talismani
Alvinocaris muricola	muricola	Animalia	Arthropoda	Malacostraca	Decapoda	Alvinocarididae	Alvinocaris	Alvinocaris muricola
Echinocythereis margaritifera	margaritifera	Animalia	Arthropoda	Ostracoda	Podocopida	Trachyleberididae	Echinocythereis	Echinocythereis margaritifera
Unidentified		Animalia	Chordata	Aves	Miscellaneous	Unidentified	Unidentified	
Candeina nitida	nitida	Animalia	Protozoa	Protozoa	Protozoa	Protozoa	Candeina	Candeina nitida
Globoquadrina conglomerata	conglomerata	Protozoa	Protozoa	Granuloreticulosea	Foraminiferida	Globigerinidae	Globoquadrina	Globoquadrina conglomerata
Globoquadrina hexagona	hexagona	Unknown						Globoquadrina hexagona
Globorotalia crassaformis	crassaformis	Protozoa	Protozoa	Granuloreticulosea	Foraminiferida	Globorotaliidae	Globorotalia	Globorotalia crassaformis
Globorotalia hirsuta	hirsuta	Protozoa	Protozoa	Granuloreticulosea	Foraminiferida	Globorotaliidae	Globorotalia	Globorotalia hirsuta
Globorotalia inflata	inflata	Protozoa	Protozoa	Granuloreticulosea	Foraminiferida	Globorotaliidae	Globorotalia	Globorotalia inflata
Globorotalia mentum	mentum	Unknown						Globorotalia mentum
Globoturborotalita rubescens	rubescens	Unknown						Globoturborotalita rubescens
Sphaeroidinella dehiscens	dehiscens	Protozoa	Protozoa	Granuloreticulosea	Foraminiferida	Sphaeroidinidae	Sphaeroidinella	Sphaeroidinella dehiscens
Neogloboquadrina pachyderma dextral	pachyderma	Unknown						
Parexocoetus brachypterus hillianus	brachypterus	Animalia	Chordata	Actinopterygii	Beloniformes	Exocoetidae	Parexocoetus	
Neogloboquadrina pachyderma dextralis	pachyderma	Unknown						
Globorotalia truncatulinoides sinistralis	truncatulinoides	Unknown						
Chiridota heheva	heheva	Animalia	Echinodermata	Holothuroidea	Apodida	Chiridotidae	Chiridota	Chiridota heheva
Munidopsis geyeri	geyeri	Animalia	Arthropoda	Malacostraca	Decapoda	Galatheidae	Munidopsis	Munidopsis geyeri
Phlyctocythere		Animalia	Arthropoda	Ostracoda	Podocopida	Loxoconchidae	Phlyctocythere	
Loxocorniculum dorsotuberculata	dorsotuberculata	Animalia	Arthropoda	Ostracoda	Podocopida	Loxoconchidae	Loxocorniculum	Loxocorniculum dorsotuberculata
Didemnum								
Leiocapitella								
Owenia								
Akera								
Pleurobranchaea								
Ceratium tripos	tripos	Protozoa	Dinophyta	Dinophyceae	Peridiniales	Ceratiaceae	Ceratium	Ceratium tripos
Bacillaria paxillifer	paxillifer	Plantae	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Bacillaria	Bacillaria paxillifer
Bacteriastrum furcatum	furcatum	Chromista	Ochrophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Bacteriastrum	Bacteriastrum furcatum
Bacteriastrum hyalinum	hyalinum	Chromista	Ochrophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Bacteriastrum	Bacteriastrum hyalinum
Coscinodiscus radiatus	radiatus	Chromista	Ochrophyta	Coscinodiscophyceae	Coscinodiscales	Coscinodiscaceae	Coscinodiscus	Coscinodiscus radiatus
Eucampia zodiacus	zodiacus	Chromista	Ochrophyta	Coscinodiscophyceae	Hemiaulales	Hemiaulaceae	Eucampia	Eucampia zodiacus
Odontella mobiliensis	mobiliensis	Chromista	Ochrophyta	Coscinodiscophyceae	Triceratiales	Triceratiaceae	Odontella	Odontella mobiliensis
Rhizosolenia acuminata	acuminata	Chromista	Ochrophyta	Coscinodiscophyceae	Rhizosoleniales	Rhizosoleniaceae	Rhizosolenia	Rhizosolenia acuminata
Rhizosolenia styliformis	styliformis	Chromista	Ochrophyta	Coscinodiscophyceae	Rhizosoleniales	Rhizosoleniaceae	Rhizosolenia	Rhizosolenia styliformis
Thalassionema nitzschioides	nitzschioides	Plantae	Bacillariophyta	Bacillariophyceae	Thalassionematales	Thalassionemataceae	Thalassionema	Thalassionema nitzschioides
Thalassiothrix longissima	longissima	Plantae	Bacillariophyta	Bacillariophyceae	Thalassionematales	Thalassionemataceae	Thalassiothrix	Thalassiothrix longissima
Dactyliosolen fragilissimus	fragilissimus	Chromista	Ochrophyta	Coscinodiscophyceae	Rhizosoleniales	Rhizosoleniaceae	Dactyliosolen	Dactyliosolen fragilissimus
Dactyliosolen phuketensis	phuketensis	Chromista	Ochrophyta	Coscinodiscophyceae	Rhizosoleniales	Rhizosoleniaceae	Dactyliosolen	Dactyliosolen phuketensis
Guinardia striata	striata	Chromista	Ochrophyta	Coscinodiscophyceae	Rhizosoleniales	Rhizosoleniaceae	Guinardia	Guinardia striata
Meuniera membranacea	membranacea	Plantae	Bacillariophyta	Bacillariophyceae	Naviculales	Naviculaceae	Meuniera	Meuniera membranacea
Neocalyptrella robusta	robusta	Chromista	Ochrophyta	Coscinodiscophyceae	Rhizosoleniales	Rhizosoleniaceae	Neocalyptrella	Neocalyptrella robusta
Ceratium contortum	contortum	Protozoa	Dinophyta	Dinophyceae	Peridiniales	Ceratiaceae	Ceratium	Ceratium contortum
Ceratium falcatiforme	falcatiforme	Protozoa	Dinophyta	Dinophyceae	Peridiniales	Ceratiaceae	Ceratium	Ceratium falcatiforme
Ceratium horridum	horridum	Protozoa	Dinophyta	Dinophyceae	Peridiniales	Ceratiaceae	Ceratium	Ceratium horridum
Ceratium lineatum	lineatum	Protozoa	Dinophyta	Dinophyceae	Peridiniales	Ceratiaceae	Ceratium	Ceratium lineatum
Ceratium massiliense	massiliense	Protozoa	Dinophyta	Dinophyceae	Peridiniales	Ceratiaceae	Ceratium	Ceratium massiliense
